Date,regime_pdrc
2024-11-01,Crisis
2024-11-04,Crisis
2024-11-05,Crisis
2024-11-06,Fragile
2024-11-07,RiskOn
2024-11-08,RiskOn
2024-11-11,RiskOn
2024-11-12,Fragile
2024-11-13,Fragile
2024-11-14,Fragile
2024-11-15,RiskOn
2024-11-18,Fragile
2024-11-19,Fragile
2024-11-20,Fragile
2024-11-21,Crisis
2024-11-22,Fragile
2024-11-25,Fragile
2024-11-26,Fragile
2024-11-27,Fragile
2024-11-29,Fragile
2024-12-02,Fragile
2024-12-03,Fragile
2024-12-04,Fragile
2024-12-05,Fragile
2024-12-06,Fragile
2024-12-09,Fragile
2024-12-10,Fragile
2024-12-11,Fragile
2024-12-12,Fragile
2024-12-13,Fragile
2024-12-16,Fragile
2024-12-17,Fragile
2024-12-18,Crisis
2024-12-19,Crisis
2024-12-20,RiskOn
2024-12-23,RiskOn
2024-12-24,RiskOn
2024-12-26,RiskOn
2024-12-27,RiskOn
2024-12-30,RiskOn
2024-12-31,RiskOn
2025-01-02,RiskOn
2025-01-03,Illiquid
2025-01-06,Illiquid
2025-01-07,Illiquid
2025-01-08,Illiquid
2025-01-10,Illiquid
2025-01-13,RiskOn
2025-01-14,RiskOn
2025-01-15,Illiquid
2025-01-16,Illiquid
2025-01-17,Illiquid
2025-01-21,Illiquid
2025-01-22,Illiquid
2025-01-23,Illiquid
2025-01-24,Illiquid
2025-01-27,Illiquid
2025-01-28,RiskOn
2025-01-29,Illiquid
2025-01-30,RiskOn
2025-01-31,RiskOn
2025-02-03,RiskOn
2025-02-04,RiskOn
2025-02-05,RiskOn
2025-02-06,RiskOn
2025-02-07,RiskOn
2025-02-10,RiskOn
2025-02-11,RiskOn
2025-02-12,RiskOn
2025-02-13,RiskOn
2025-02-14,RiskOn
2025-02-18,RiskOn
2025-02-19,Illiquid
2025-02-20,Illiquid
2025-02-21,RiskOn
2025-02-24,RiskOn
2025-02-25,RiskOn
2025-02-26,RiskOn
2025-02-27,RiskOn
2025-02-28,RiskOn
2025-03-03,RiskOn
2025-03-04,RiskOn
2025-03-05,RiskOn
2025-03-06,RiskOn
2025-03-07,RiskOn
2025-03-10,RiskOn
2025-03-11,RiskOn
2025-03-12,RiskOn
2025-03-13,RiskOn
2025-03-14,RiskOn
2025-03-17,RiskOn
2025-03-18,RiskOn
2025-03-19,RiskOn
2025-03-20,RiskOn
2025-03-21,RiskOn
2025-03-24,Illiquid
2025-03-25,Illiquid
2025-03-26,Illiquid
2025-03-27,Illiquid
2025-03-28,Illiquid
2025-03-31,Illiquid
2025-04-01,RiskOn
2025-04-02,RiskOn
2025-04-03,RiskOn
2025-04-04,Volatile
2025-04-07,Volatile
2025-04-08,Volatile
2025-04-09,Fragile
2025-04-10,Volatile
2025-04-11,Volatile
2025-04-14,RiskOn
2025-04-15,RiskOn
2025-04-16,RiskOn
2025-04-17,Illiquid
2025-04-21,Illiquid
2025-04-22,Illiquid
2025-04-23,Illiquid
2025-04-24,Illiquid
2025-04-25,Illiquid
2025-04-28,Illiquid
2025-04-29,Illiquid
2025-04-30,Illiquid
2025-05-01,Illiquid
2025-05-02,Illiquid
2025-05-05,Illiquid
2025-05-06,Illiquid
2025-05-07,Illiquid
2025-05-08,Illiquid
2025-05-09,Illiquid
2025-05-12,Illiquid
2025-05-13,RiskOn
2025-05-14,RiskOn
2025-05-15,Fragile
2025-05-16,Volatile
2025-05-19,Fragile
2025-05-20,RiskOn
2025-05-21,RiskOn
2025-05-22,RiskOn
2025-05-23,RiskOn
2025-05-27,RiskOn
2025-05-28,RiskOn
2025-05-29,RiskOn
2025-05-30,RiskOn
2025-06-02,RiskOn
2025-06-03,Volatile
2025-06-04,Volatile
2025-06-05,Fragile
2025-06-06,Volatile
2025-06-09,Volatile
2025-06-10,Volatile
2025-06-11,Fragile
2025-06-12,Fragile
2025-06-13,Fragile
2025-06-16,Fragile
2025-06-17,Stable
2025-06-18,Fragile
2025-06-20,Stable
2025-06-23,Fragile
2025-06-24,Volatile
2025-06-25,Volatile
2025-06-26,Volatile
2025-06-27,Volatile
2025-06-30,Fragile
2025-07-01,Fragile
2025-07-02,Volatile
2025-07-03,Volatile
2025-07-07,Volatile
2025-07-08,Volatile
2025-07-09,Volatile
2025-07-10,Volatile
2025-07-11,Volatile
2025-07-14,Volatile
2025-07-15,Volatile
2025-07-16,Illiquid
2025-07-17,Illiquid
2025-07-18,Stable
2025-07-21,Illiquid
2025-07-22,Illiquid
2025-07-23,Stable
2025-07-24,Stable
2025-07-25,Stable
2025-07-28,Stable
2025-07-29,Stable
2025-07-30,Stable
2025-07-31,Illiquid
2025-08-01,Stable
2025-08-04,Illiquid
2025-08-05,Illiquid
2025-08-06,Illiquid
2025-08-07,Illiquid
2025-08-08,Crisis
2025-08-11,Illiquid
2025-08-12,Crisis
2025-08-13,Crisis
2025-08-14,Crisis
2025-08-15,Crisis
2025-08-18,Crisis
2025-08-19,Stable
2025-08-20,Crisis
2025-08-21,Illiquid
2025-08-22,Crisis
2025-08-25,Crisis
2025-08-26,Crisis
2025-08-27,Crisis
2025-08-28,Crisis
2025-08-29,Crisis
2025-09-02,Illiquid
2025-09-03,Illiquid
2025-09-04,Crisis
2025-09-05,Crisis
2025-09-08,Crisis
2025-09-09,Crisis
2025-09-10,Crisis
2025-09-11,Crisis
2025-09-12,Crisis
2025-09-15,Illiquid
2025-09-16,Illiquid
2025-09-17,Illiquid
2025-09-18,Illiquid
2025-09-19,Illiquid
2025-09-22,Illiquid
2025-09-23,Illiquid
2025-09-24,Illiquid
2025-09-25,Illiquid
2025-09-26,Crisis
2025-09-29,Illiquid
2025-09-30,Illiquid
2025-10-01,Illiquid
2025-10-02,Illiquid
2025-10-03,Illiquid
2025-10-06,Illiquid
2025-10-07,Illiquid
2025-10-08,Illiquid
2025-10-09,Illiquid
2025-10-10,Stable
2025-10-13,Illiquid
2025-10-14,Stable
2025-10-15,RiskOn
2025-10-16,Fragile
2025-10-17,Fragile
2025-10-20,RiskOn
2025-10-21,RiskOn
2025-10-22,RiskOn
2025-10-23,RiskOn
2025-10-24,Illiquid
2025-10-27,RiskOn
2025-10-28,RiskOn
2025-10-29,Illiquid
2025-10-30,Illiquid
2025-10-31,Illiquid
2025-11-03,RiskOn
2025-11-04,RiskOn
2025-11-05,RiskOn
2025-11-06,RiskOn
2025-11-07,RiskOn
2025-11-10,RiskOn
2025-11-11,RiskOn
2025-11-12,RiskOn
2025-11-13,RiskOn
2025-11-14,Stable
2025-11-17,Crisis
2025-11-18,Crisis
2025-11-19,Fragile
2025-11-20,Crisis
2025-11-21,Fragile
2025-11-24,Fragile
2025-11-25,RiskOn
2025-11-26,RiskOn
2025-11-28,RiskOn
2025-12-01,RiskOn
2025-12-02,RiskOn
2025-12-03,RiskOn
2025-12-04,RiskOn
2025-12-05,RiskOn
2025-12-08,RiskOn
2025-12-09,RiskOn
2025-12-10,RiskOn
2025-12-11,Crisis
2025-12-12,RiskOn
2025-12-15,RiskOn
2025-12-16,RiskOn
2025-12-17,RiskOn
2025-12-18,RiskOn
2025-12-19,Crisis
2025-12-22,Crisis
